Instance, TimeLimit, Solver, Objective Value
cdc7-4-3-2.mps, 300, SCIP, -230.0
cdc7-4-3-2.mps, 300, gurobi(exact), -257.0
cdc7-4-3-2.mps, 300, gurobi(heur), -257.0
cdc7-4-3-2.mps, 300, FJ, -1.0
cdc7-4-3-2.mps, 300, highs, N/A
cdc7-4-3-2.mps, 300, cplex, 0.0
cdc7-4-3-2.mps, 300, Local-ILP, -275.0
circ10-3.mps, 300, SCIP, N/A
circ10-3.mps, 300, gurobi(exact), N/A
circ10-3.mps, 300, gurobi(heur), N/A
circ10-3.mps, 300, FJ, 376.0
circ10-3.mps, 300, highs, N/A
circ10-3.mps, 300, cplex, 404.0
circ10-3.mps, 300, Local-ILP, 384.0
comp12-2idx.mps, 300, SCIP, N/A
comp12-2idx.mps, 300, gurobi(exact), 478.0
comp12-2idx.mps, 300, gurobi(heur), 432.0
comp12-2idx.mps, 300, FJ, 2784.0
comp12-2idx.mps, 300, highs, 2195.0
comp12-2idx.mps, 300, cplex, 522.0
comp12-2idx.mps, 300, Local-ILP, 676.0
comp21-2idx.mps, 300, SCIP, 494.0
comp21-2idx.mps, 300, gurobi(exact), 129.0
comp21-2idx.mps, 300, gurobi(heur), 125.0
comp21-2idx.mps, 300, FJ, 1454.0
comp21-2idx.mps, 300, highs, 283.0
comp21-2idx.mps, 300, cplex, 134.0
comp21-2idx.mps, 300, Local-ILP, 572.0
d10200.mps, 300, SCIP, 12455.0
d10200.mps, 300, gurobi(exact), 12440.0
d10200.mps, 300, gurobi(heur), 12439.0
d10200.mps, 300, FJ, 12933.0
d10200.mps, 300, highs, 12438.0
d10200.mps, 300, cplex, 12436.0
d10200.mps, 300, Local-ILP, 12792.0
d20200.mps, 300, SCIP, 12289.0
d20200.mps, 300, gurobi(exact), 12246.0
d20200.mps, 300, gurobi(heur), 12270.0
d20200.mps, 300, FJ, 13889.0
d20200.mps, 300, highs, 12285.0
d20200.mps, 300, cplex, 12303.0
d20200.mps, 300, Local-ILP, 13650.0
datt256.mps, 300, SCIP, N/A
datt256.mps, 300, gurobi(exact), N/A
datt256.mps, 300, gurobi(heur), N/A
datt256.mps, 300, FJ, N/A
datt256.mps, 300, highs, N/A
datt256.mps, 300, cplex, N/A
datt256.mps, 300, Local-ILP, N/A
ds-big.mps, 300, SCIP, 2348.49774660999
ds-big.mps, 300, gurobi(exact), 1198.54
ds-big.mps, 300, gurobi(heur), 455.928
ds-big.mps, 300, FJ, 7077.160192
ds-big.mps, 300, highs, N/A
ds-big.mps, 300, cplex, 3765.5748321
ds-big.mps, 300, Local-ILP, 4052.2221655
ds.mps, 300, SCIP, 488.2375
ds.mps, 300, gurobi(exact), 442.027
ds.mps, 300, gurobi(heur), 442.027
ds.mps, 300, FJ, 1517.1625
ds.mps, 300, highs, 4118.885
ds.mps, 300, cplex, 579.5025
ds.mps, 300, Local-ILP, 724.0325
ex1010-pi.mps, 300, SCIP, 252.0
ex1010-pi.mps, 300, gurobi(exact), 262.0
ex1010-pi.mps, 300, gurobi(heur), 243.0
ex1010-pi.mps, 300, FJ, 378.0
ex1010-pi.mps, 300, highs, 244.0
ex1010-pi.mps, 300, cplex, 243.0
ex1010-pi.mps, 300, Local-ILP, 278.0
f2000.mps, 300, SCIP, N/A
f2000.mps, 300, gurobi(exact), N/A
f2000.mps, 300, gurobi(heur), N/A
f2000.mps, 300, FJ, N/A
f2000.mps, 300, highs, N/A
f2000.mps, 300, cplex, N/A
f2000.mps, 300, Local-ILP, N/A
fhnw-sq2.mps, 300, SCIP, N/A
fhnw-sq2.mps, 300, gurobi(exact), N/A
fhnw-sq2.mps, 300, gurobi(heur), N/A
fhnw-sq2.mps, 300, FJ, N/A
fhnw-sq2.mps, 300, highs, N/A
fhnw-sq2.mps, 300, cplex, N/A
fhnw-sq2.mps, 300, Local-ILP, N/A
graph20-80-1rand.mps, 300, SCIP, -1.0
graph20-80-1rand.mps, 300, gurobi(exact), -4.0
graph20-80-1rand.mps, 300, gurobi(heur), -4.0
graph20-80-1rand.mps, 300, FJ, 0.0
graph20-80-1rand.mps, 300, highs, -1.0
graph20-80-1rand.mps, 300, cplex, 0.0
graph20-80-1rand.mps, 300, Local-ILP, -5.0
graph40-20-1rand.mps, 300, SCIP, -1.0
graph40-20-1rand.mps, 300, gurobi(exact), -15.0
graph40-20-1rand.mps, 300, gurobi(heur), -15.0
graph40-20-1rand.mps, 300, FJ, 0.0
graph40-20-1rand.mps, 300, highs, N/A
graph40-20-1rand.mps, 300, cplex, 0.0
graph40-20-1rand.mps, 300, Local-ILP, -10.0
graph40-40-1rand.mps, 300, SCIP, -1.0
graph40-40-1rand.mps, 300, gurobi(exact), -7.0
graph40-40-1rand.mps, 300, gurobi(heur), -7.0
graph40-40-1rand.mps, 300, FJ, 0.0
graph40-40-1rand.mps, 300, highs, N/A
graph40-40-1rand.mps, 300, cplex, 0.0
graph40-40-1rand.mps, 300, Local-ILP, -3.0
graph40-80-1rand.mps, 300, SCIP, -1.0
graph40-80-1rand.mps, 300, gurobi(exact), 0.0
graph40-80-1rand.mps, 300, gurobi(heur), 0.0
graph40-80-1rand.mps, 300, FJ, 0.0
graph40-80-1rand.mps, 300, highs, N/A
graph40-80-1rand.mps, 300, cplex, 0.0
graph40-80-1rand.mps, 300, Local-ILP, 0.0
hanoi5.mps, 300, SCIP, N/A
hanoi5.mps, 300, gurobi(exact), N/A
hanoi5.mps, 300, gurobi(heur), N/A
hanoi5.mps, 300, FJ, N/A
hanoi5.mps, 300, highs, N/A
hanoi5.mps, 300, cplex, N/A
hanoi5.mps, 300, Local-ILP, N/A
highschool1-aigio.mps, 300, SCIP, N/A
highschool1-aigio.mps, 300, gurobi(exact), N/A
highschool1-aigio.mps, 300, gurobi(heur), N/A
highschool1-aigio.mps, 300, FJ, N/A
highschool1-aigio.mps, 300, highs, N/A
highschool1-aigio.mps, 300, cplex, N/A
highschool1-aigio.mps, 300, Local-ILP, 9864.0
ivu06-big.mps, 300, SCIP, N/A
ivu06-big.mps, 300, gurobi(exact), 9416.0
ivu06-big.mps, 300, gurobi(heur), 9416.0
ivu06-big.mps, 300, FJ, 747.175003
ivu06-big.mps, 300, highs, N/A
ivu06-big.mps, 300, cplex, 206.32833464
ivu06-big.mps, 300, Local-ILP, 470.959671321
ivu06.mps, 300, SCIP, 240.209336641002
ivu06.mps, 300, gurobi(exact), 163.983
ivu06.mps, 300, gurobi(heur), 175.093
ivu06.mps, 300, FJ, 788.68967
ivu06.mps, 300, highs, N/A
ivu06.mps, 300, cplex, 221.74666896
ivu06.mps, 300, Local-ILP, 563.224338962
ivu59.mps, 300, SCIP, N/A
ivu59.mps, 300, gurobi(exact), 27488.0
ivu59.mps, 300, gurobi(heur), 27488.0
ivu59.mps, 300, FJ, 7011.310451
ivu59.mps, 300, highs, N/A
ivu59.mps, 300, cplex, 3035.4194069
ivu59.mps, 300, Local-ILP, 8441.91782436
kosova1.mps, 300, SCIP, N/A
kosova1.mps, 300, gurobi(exact), N/A
kosova1.mps, 300, gurobi(heur), N/A
kosova1.mps, 300, FJ, N/A
kosova1.mps, 300, highs, N/A
kosova1.mps, 300, cplex, N/A
kosova1.mps, 300, Local-ILP, N/A
kottenpark09.mps, 300, SCIP, N/A
kottenpark09.mps, 300, gurobi(exact), N/A
kottenpark09.mps, 300, gurobi(heur), N/A
kottenpark09.mps, 300, FJ, N/A
kottenpark09.mps, 300, highs, N/A
kottenpark09.mps, 300, cplex, N/A
kottenpark09.mps, 300, Local-ILP, N/A
lectsched-1-obj.mps, 300, SCIP, 122.0
lectsched-1-obj.mps, 300, gurobi(exact), 79.0
lectsched-1-obj.mps, 300, gurobi(heur), 77.0
lectsched-1-obj.mps, 300, FJ, N/A
lectsched-1-obj.mps, 300, highs, N/A
lectsched-1-obj.mps, 300, cplex, N/A
lectsched-1-obj.mps, 300, Local-ILP, 125.0
methanosarcina.mps, 300, SCIP, 3003.0
methanosarcina.mps, 300, gurobi(exact), 2723.0
methanosarcina.mps, 300, gurobi(heur), 2735.0
methanosarcina.mps, 300, FJ, 2919.0
methanosarcina.mps, 300, highs, 2901.0
methanosarcina.mps, 300, cplex, 3254.0
methanosarcina.mps, 300, Local-ILP, 2861.0
neos-2974461-ibar.mps, 300, SCIP, 473952396.771
neos-2974461-ibar.mps, 300, gurobi(exact), 637328000.0
neos-2974461-ibar.mps, 300, gurobi(heur), 637328000.0
neos-2974461-ibar.mps, 300, FJ, N/A
neos-2974461-ibar.mps, 300, highs, N/A
neos-2974461-ibar.mps, 300, cplex, 637327600.0
neos-2974461-ibar.mps, 300, Local-ILP, 637327600.0
neos-3068746-nene.mps, 300, SCIP, 61951971.0866
neos-3068746-nene.mps, 300, gurobi(exact), 61911400.0
neos-3068746-nene.mps, 300, gurobi(heur), 61910600.0
neos-3068746-nene.mps, 300, FJ, N/A
neos-3068746-nene.mps, 300, highs, 63901903.85885
neos-3068746-nene.mps, 300, cplex, 61911959.395
neos-3068746-nene.mps, 300, Local-ILP, 94572294.312
neos-3214367-sovi.mps, 300, SCIP, N/A
neos-3214367-sovi.mps, 300, gurobi(exact), N/A
neos-3214367-sovi.mps, 300, gurobi(heur), N/A
neos-3214367-sovi.mps, 300, FJ, N/A
neos-3214367-sovi.mps, 300, highs, N/A
neos-3214367-sovi.mps, 300, cplex, N/A
neos-3214367-sovi.mps, 300, Local-ILP, N/A
neos-3237086-abava.mps, 300, SCIP, N/A
neos-3237086-abava.mps, 300, gurobi(exact), N/A
neos-3237086-abava.mps, 300, gurobi(heur), N/A
neos-3237086-abava.mps, 300, FJ, N/A
neos-3237086-abava.mps, 300, highs, N/A
neos-3237086-abava.mps, 300, cplex, N/A
neos-3237086-abava.mps, 300, Local-ILP, N/A
neos-3322547-alsek.mps, 300, SCIP, 420.0
neos-3322547-alsek.mps, 300, gurobi(exact), 408.0
neos-3322547-alsek.mps, 300, gurobi(heur), 405.0
neos-3322547-alsek.mps, 300, FJ, 487.0
neos-3322547-alsek.mps, 300, highs, N/A
neos-3322547-alsek.mps, 300, cplex, 1000.0
neos-3322547-alsek.mps, 300, Local-ILP, 417.0
neos-3355120-tarago.mps, 300, SCIP, N/A
neos-3355120-tarago.mps, 300, gurobi(exact), N/A
neos-3355120-tarago.mps, 300, gurobi(heur), N/A
neos-3355120-tarago.mps, 300, FJ, N/A
neos-3355120-tarago.mps, 300, highs, N/A
neos-3355120-tarago.mps, 300, cplex, N/A
neos-3355120-tarago.mps, 300, Local-ILP, N/A
neos-3355323-arnon.mps, 300, SCIP, N/A
neos-3355323-arnon.mps, 300, gurobi(exact), N/A
neos-3355323-arnon.mps, 300, gurobi(heur), N/A
neos-3355323-arnon.mps, 300, FJ, N/A
neos-3355323-arnon.mps, 300, highs, N/A
neos-3355323-arnon.mps, 300, cplex, N/A
neos-3355323-arnon.mps, 300, Local-ILP, N/A
neos-3426085-ticino.mps, 300, SCIP, 235.0
neos-3426085-ticino.mps, 300, gurobi(exact), 226.0
neos-3426085-ticino.mps, 300, gurobi(heur), 226.0
neos-3426085-ticino.mps, 300, FJ, 288.0
neos-3426085-ticino.mps, 300, highs, 230.0
neos-3426085-ticino.mps, 300, cplex, 226.0
neos-3426085-ticino.mps, 300, Local-ILP, 233.0
neos-3426132-dieze.mps, 300, SCIP, 445.0
neos-3426132-dieze.mps, 300, gurobi(exact), 408.0
neos-3426132-dieze.mps, 300, gurobi(heur), 413.0
neos-3426132-dieze.mps, 300, FJ, 542.0
neos-3426132-dieze.mps, 300, highs, 416.0
neos-3426132-dieze.mps, 300, cplex, 408.0
neos-3426132-dieze.mps, 300, Local-ILP, 425.0
neos-3530905-gaula.mps, 300, SCIP, 167.0
neos-3530905-gaula.mps, 300, gurobi(exact), 159.0
neos-3530905-gaula.mps, 300, gurobi(heur), 159.0
neos-3530905-gaula.mps, 300, FJ, 185.0
neos-3530905-gaula.mps, 300, highs, 159.0
neos-3530905-gaula.mps, 300, cplex, 159.0
neos-3530905-gaula.mps, 300, Local-ILP, 165.0
neos-3594536-henty.mps, 300, SCIP, 407321.000000001
neos-3594536-henty.mps, 300, gurobi(exact), 403324.0
neos-3594536-henty.mps, 300, gurobi(heur), 403643.0
neos-3594536-henty.mps, 300, FJ, N/A
neos-3594536-henty.mps, 300, highs, 415410.0
neos-3594536-henty.mps, 300, cplex, 422201.0
neos-3594536-henty.mps, 300, Local-ILP, 25321053206.0
neos-3603137-hoteo.mps, 300, SCIP, N/A
neos-3603137-hoteo.mps, 300, gurobi(exact), N/A
neos-3603137-hoteo.mps, 300, gurobi(heur), N/A
neos-3603137-hoteo.mps, 300, FJ, N/A
neos-3603137-hoteo.mps, 300, highs, N/A
neos-3603137-hoteo.mps, 300, cplex, N/A
neos-3603137-hoteo.mps, 300, Local-ILP, N/A
neos-3682128-sandon.mps, 300, SCIP, 37329135.0
neos-3682128-sandon.mps, 300, gurobi(exact), 35293800.0
neos-3682128-sandon.mps, 300, gurobi(heur), 34720800.0
neos-3682128-sandon.mps, 300, FJ, 2000000976444425.0
neos-3682128-sandon.mps, 300, highs, 35522970.0
neos-3682128-sandon.mps, 300, cplex, 34836795.0
neos-3682128-sandon.mps, 300, Local-ILP, 90501340.0
neos-4165869-wannon.mps, 300, SCIP, 293.0
neos-4165869-wannon.mps, 300, gurobi(exact), 293.0
neos-4165869-wannon.mps, 300, gurobi(heur), 293.0
neos-4165869-wannon.mps, 300, FJ, 366.0
neos-4165869-wannon.mps, 300, highs, 296.0
neos-4165869-wannon.mps, 300, cplex, 293.0
neos-4165869-wannon.mps, 300, Local-ILP, 294.0
neos-4360552-sangro.mps, 300, SCIP, N/A
neos-4360552-sangro.mps, 300, gurobi(exact), N/A
neos-4360552-sangro.mps, 300, gurobi(heur), N/A
neos-4360552-sangro.mps, 300, FJ, N/A
neos-4360552-sangro.mps, 300, highs, N/A
neos-4360552-sangro.mps, 300, cplex, N/A
neos-4360552-sangro.mps, 300, Local-ILP, N/A
neos-4531126-vouga.mps, 300, SCIP, N/A
neos-4531126-vouga.mps, 300, gurobi(exact), N/A
neos-4531126-vouga.mps, 300, gurobi(heur), N/A
neos-4531126-vouga.mps, 300, FJ, N/A
neos-4531126-vouga.mps, 300, highs, N/A
neos-4531126-vouga.mps, 300, cplex, N/A
neos-4531126-vouga.mps, 300, Local-ILP, N/A
neos-4954274-beardy.mps, 300, SCIP, N/A
neos-4954274-beardy.mps, 300, gurobi(exact), 29545.6
neos-4954274-beardy.mps, 300, gurobi(heur), 32629.0
neos-4954274-beardy.mps, 300, FJ, 49206.67
neos-4954274-beardy.mps, 300, highs, N/A
neos-4954274-beardy.mps, 300, cplex, N/A
neos-4954274-beardy.mps, 300, Local-ILP, 31794.2825
neos-954925.mps, 300, SCIP, -217.695555555556
neos-954925.mps, 300, gurobi(exact), -237.76
neos-954925.mps, 300, gurobi(heur), -237.76
neos-954925.mps, 300, FJ, -0.986667
neos-954925.mps, 300, highs, -237.7666667
neos-954925.mps, 300, cplex, N/A
neos-954925.mps, 300, Local-ILP, -237.7444444442
ns1828997.mps, 300, SCIP, 47.0
ns1828997.mps, 300, gurobi(exact), 11.0
ns1828997.mps, 300, gurobi(heur), 14.0
ns1828997.mps, 300, FJ, 225.0
ns1828997.mps, 300, highs, 36.0
ns1828997.mps, 300, cplex, 37.0
ns1828997.mps, 300, Local-ILP, 13.0
ns1853823.mps, 300, SCIP, 3560000.0
ns1853823.mps, 300, gurobi(exact), 284000.0
ns1853823.mps, 300, gurobi(heur), 284000.0
ns1853823.mps, 300, FJ, 2450000.0
ns1853823.mps, 300, highs, N/A
ns1853823.mps, 300, cplex, 5912000.0
ns1853823.mps, 300, Local-ILP, 3516000.0
ns1854840.mps, 300, SCIP, 4272000.0
ns1854840.mps, 300, gurobi(exact), 326000.0
ns1854840.mps, 300, gurobi(heur), 326000.0
ns1854840.mps, 300, FJ, 196800000000.0
ns1854840.mps, 300, highs, N/A
ns1854840.mps, 300, cplex, 4744000.0
ns1854840.mps, 300, Local-ILP, 3032000.0
ns894236.mps, 300, SCIP, N/A
ns894236.mps, 300, gurobi(exact), 18.0
ns894236.mps, 300, gurobi(heur), 17.0
ns894236.mps, 300, FJ, 18.0
ns894236.mps, 300, highs, N/A
ns894236.mps, 300, cplex, 17.0
ns894236.mps, 300, Local-ILP, 18.0
ns894786.mps, 300, SCIP, N/A
ns894786.mps, 300, gurobi(exact), 14.0
ns894786.mps, 300, gurobi(heur), 14.0
ns894786.mps, 300, FJ, 14.0
ns894786.mps, 300, highs, 14.0
ns894786.mps, 300, cplex, 14.0
ns894786.mps, 300, Local-ILP, N/A
nu120-pr3.mps, 300, SCIP, 31185.0
nu120-pr3.mps, 300, gurobi(exact), 30285.0
nu120-pr3.mps, 300, gurobi(heur), 29315.0
nu120-pr3.mps, 300, FJ, 2232000000021725.0
nu120-pr3.mps, 300, highs, 30700.0
nu120-pr3.mps, 300, cplex, 29550.0
nu120-pr3.mps, 300, Local-ILP, 50075.0
nursesched-medium-hint03.mps, 300, SCIP, 8092.0
nursesched-medium-hint03.mps, 300, gurobi(exact), 2567.0
nursesched-medium-hint03.mps, 300, gurobi(heur), 2567.0
nursesched-medium-hint03.mps, 300, FJ, N/A
nursesched-medium-hint03.mps, 300, highs, N/A
nursesched-medium-hint03.mps, 300, cplex, 192.0
nursesched-medium-hint03.mps, 300, Local-ILP, 6452.0
opm2-z10-s4.mps, 300, SCIP, -29112.0
opm2-z10-s4.mps, 300, gurobi(exact), -28193.0
opm2-z10-s4.mps, 300, gurobi(heur), -32408.0
opm2-z10-s4.mps, 300, FJ, 0.0
opm2-z10-s4.mps, 300, highs, N/A
opm2-z10-s4.mps, 300, cplex, -24834.0
opm2-z10-s4.mps, 300, Local-ILP, -29186.0
opm2-z12-s14.mps, 300, SCIP, -37954.9999999998
opm2-z12-s14.mps, 300, gurobi(exact), -54655.0
opm2-z12-s14.mps, 300, gurobi(heur), -53797.0
opm2-z12-s14.mps, 300, FJ, 0.0
opm2-z12-s14.mps, 300, highs, N/A
opm2-z12-s14.mps, 300, cplex, -26726.0
opm2-z12-s14.mps, 300, Local-ILP, -59894.0
opm2-z12-s7.mps, 300, SCIP, -38585.0000000001
opm2-z12-s7.mps, 300, gurobi(exact), -51659.0
opm2-z12-s7.mps, 300, gurobi(heur), -50638.0
opm2-z12-s7.mps, 300, FJ, 0.0
opm2-z12-s7.mps, 300, highs, N/A
opm2-z12-s7.mps, 300, cplex, -39211.0
opm2-z12-s7.mps, 300, Local-ILP, -60415.0
opm2-z12-s8.mps, 300, SCIP, -38014.9999999998
opm2-z12-s8.mps, 300, gurobi(exact), -49325.0
opm2-z12-s8.mps, 300, gurobi(heur), -48487.0
opm2-z12-s8.mps, 300, FJ, 0.0
opm2-z12-s8.mps, 300, highs, N/A
opm2-z12-s8.mps, 300, cplex, -23306.0
opm2-z12-s8.mps, 300, Local-ILP, -54248.0
p6b.mps, 300, SCIP, -62.0
p6b.mps, 300, gurobi(exact), -62.0
p6b.mps, 300, gurobi(heur), -62.0
p6b.mps, 300, FJ, -1.0
p6b.mps, 300, highs, -62.0
p6b.mps, 300, cplex, -61.0
p6b.mps, 300, Local-ILP, -61.0
pb-gfrd-pnc.mps, 300, SCIP, N/A
pb-gfrd-pnc.mps, 300, gurobi(exact), N/A
pb-gfrd-pnc.mps, 300, gurobi(heur), N/A
pb-gfrd-pnc.mps, 300, FJ, N/A
pb-gfrd-pnc.mps, 300, highs, N/A
pb-gfrd-pnc.mps, 300, cplex, N/A
pb-gfrd-pnc.mps, 300, Local-ILP, N/A
pb-grow22.mps, 300, SCIP, 0.0
pb-grow22.mps, 300, gurobi(exact), 0.0
pb-grow22.mps, 300, gurobi(heur), -32227.0
pb-grow22.mps, 300, FJ, 0.0
pb-grow22.mps, 300, highs, N/A
pb-grow22.mps, 300, cplex, 0.0
pb-grow22.mps, 300, Local-ILP, 0.0
pb-market-split8-70-4.mps, 300, SCIP, N/A
pb-market-split8-70-4.mps, 300, gurobi(exact), N/A
pb-market-split8-70-4.mps, 300, gurobi(heur), N/A
pb-market-split8-70-4.mps, 300, FJ, N/A
pb-market-split8-70-4.mps, 300, highs, N/A
pb-market-split8-70-4.mps, 300, cplex, N/A
pb-market-split8-70-4.mps, 300, Local-ILP, N/A
pb-simp-nonunif.mps, 300, SCIP, 90.0
pb-simp-nonunif.mps, 300, gurobi(exact), 42.0
pb-simp-nonunif.mps, 300, gurobi(heur), 42.0
pb-simp-nonunif.mps, 300, FJ, 112.0
pb-simp-nonunif.mps, 300, highs, 152.0
pb-simp-nonunif.mps, 300, cplex, 87.0
pb-simp-nonunif.mps, 300, Local-ILP, 129.0
proteindesign121hz512p19.mps, 300, SCIP, N/A
proteindesign121hz512p19.mps, 300, gurobi(exact), 3412.0
proteindesign121hz512p19.mps, 300, gurobi(heur), 3412.0
proteindesign121hz512p19.mps, 300, FJ, N/A
proteindesign121hz512p19.mps, 300, highs, N/A
proteindesign121hz512p19.mps, 300, cplex, 3412.0
proteindesign121hz512p19.mps, 300, Local-ILP, N/A
proteindesign121hz512p9.mps, 300, SCIP, N/A
proteindesign121hz512p9.mps, 300, gurobi(exact), 1489.0
proteindesign121hz512p9.mps, 300, gurobi(heur), 1477.0
proteindesign121hz512p9.mps, 300, FJ, N/A
proteindesign121hz512p9.mps, 300, highs, 1745.0
proteindesign121hz512p9.mps, 300, cplex, 1509.0
proteindesign121hz512p9.mps, 300, Local-ILP, 1508.0
protfold.mps, 300, SCIP, -19.0
protfold.mps, 300, gurobi(exact), -28.0
protfold.mps, 300, gurobi(heur), -27.0
protfold.mps, 300, FJ, -12.0
protfold.mps, 300, highs, -25.0
protfold.mps, 300, cplex, -25.0
protfold.mps, 300, Local-ILP, -23.0
pythago7824.mps, 300, SCIP, N/A
pythago7824.mps, 300, gurobi(exact), N/A
pythago7824.mps, 300, gurobi(heur), N/A
pythago7824.mps, 300, FJ, N/A
pythago7824.mps, 300, highs, N/A
pythago7824.mps, 300, cplex, N/A
pythago7824.mps, 300, Local-ILP, N/A
pythago7825.mps, 300, SCIP, N/A
pythago7825.mps, 300, gurobi(exact), N/A
pythago7825.mps, 300, gurobi(heur), N/A
pythago7825.mps, 300, FJ, N/A
pythago7825.mps, 300, highs, N/A
pythago7825.mps, 300, cplex, N/A
pythago7825.mps, 300, Local-ILP, N/A
queens-30.mps, 300, SCIP, -33.0
queens-30.mps, 300, gurobi(exact), -38.0
queens-30.mps, 300, gurobi(heur), -38.0
queens-30.mps, 300, FJ, -1.0
queens-30.mps, 300, highs, -35.0
queens-30.mps, 300, cplex, -38.0
queens-30.mps, 300, Local-ILP, -38.0
rail03.mps, 300, SCIP, N/A
rail03.mps, 300, gurobi(exact), N/A
rail03.mps, 300, gurobi(heur), N/A
rail03.mps, 300, FJ, N/A
rail03.mps, 300, highs, N/A
rail03.mps, 300, cplex, N/A
rail03.mps, 300, Local-ILP, N/A
ramos3.mps, 300, SCIP, 242.0
ramos3.mps, 300, gurobi(exact), 258.0
ramos3.mps, 300, gurobi(heur), 255.0
ramos3.mps, 300, FJ, 272.0
ramos3.mps, 300, highs, 1322.0
ramos3.mps, 300, cplex, 261.0
ramos3.mps, 300, Local-ILP, 216.0
reblock354.mps, 300, SCIP, -39029819.2956198
reblock354.mps, 300, gurobi(exact), -39253800.0
reblock354.mps, 300, gurobi(heur), -39275000.0
reblock354.mps, 300, FJ, -14990.122408
reblock354.mps, 300, highs, N/A
reblock354.mps, 300, cplex, -39224189.62
reblock354.mps, 300, Local-ILP, -38616492.936059535
rmine10.mps, 300, SCIP, -1888.127626
rmine10.mps, 300, gurobi(exact), -1885.97
rmine10.mps, 300, gurobi(heur), -1912.0
rmine10.mps, 300, FJ, 0.0
rmine10.mps, 300, highs, -1901.535746
rmine10.mps, 300, cplex, -1908.030301
rmine10.mps, 300, Local-ILP, -1857.3884229999999
rmine11.mps, 300, SCIP, -511.469897
rmine11.mps, 300, gurobi(exact), -2505.52
rmine11.mps, 300, gurobi(heur), -2507.32
rmine11.mps, 300, FJ, 0.0
rmine11.mps, 300, highs, N/A
rmine11.mps, 300, cplex, -490.814242
rmine11.mps, 300, Local-ILP, -2391.148749
rmine13.mps, 300, SCIP, -611.536749999999
rmine13.mps, 300, gurobi(exact), -2151.27
rmine13.mps, 300, gurobi(heur), -2151.27
rmine13.mps, 300, FJ, 0.0
rmine13.mps, 300, highs, N/A
rmine13.mps, 300, cplex, -326.215336
rmine13.mps, 300, Local-ILP, -3344.724997
rmine14.mps, 300, SCIP, -688.864477
rmine14.mps, 300, gurobi(exact), -308.697
rmine14.mps, 300, gurobi(heur), -308.697
rmine14.mps, 300, FJ, 0.0
rmine14.mps, 300, highs, N/A
rmine14.mps, 300, cplex, 0.0
rmine14.mps, 300, Local-ILP, -3992.7086999999997
rmine15.mps, 300, SCIP, -759.289522000002
rmine15.mps, 300, gurobi(exact), -291.168
rmine15.mps, 300, gurobi(heur), -291.168
rmine15.mps, 300, FJ, 0.0
rmine15.mps, 300, highs, N/A
rmine15.mps, 300, cplex, 0.0
rmine15.mps, 300, Local-ILP, -4067.4840099999997
rmine21.mps, 300, SCIP, 0.0
rmine21.mps, 300, gurobi(exact), -331.701
rmine21.mps, 300, gurobi(heur), -331.701
rmine21.mps, 300, FJ, 0.0
rmine21.mps, 300, highs, N/A
rmine21.mps, 300, cplex, 0.0
rmine21.mps, 300, Local-ILP, -1919.1865649999995
rmine25.mps, 300, SCIP, 0.0
rmine25.mps, 300, gurobi(exact), -302.245
rmine25.mps, 300, gurobi(heur), -302.245
rmine25.mps, 300, FJ, 0.0
rmine25.mps, 300, highs, N/A
rmine25.mps, 300, cplex, 0.0
rmine25.mps, 300, Local-ILP, -1486.7828659999998
rococoC11-010100.mps, 300, SCIP, 23556.0
rococoC11-010100.mps, 300, gurobi(exact), 23646.0
rococoC11-010100.mps, 300, gurobi(heur), 22760.0
rococoC11-010100.mps, 300, FJ, N/A
rococoC11-010100.mps, 300, highs, 36143.0
rococoC11-010100.mps, 300, cplex, 24678.0
rococoC11-010100.mps, 300, Local-ILP, 22601.0
rococoC12-010001.mps, 300, SCIP, 41808.0
rococoC12-010001.mps, 300, gurobi(exact), 36435.0
rococoC12-010001.mps, 300, gurobi(heur), 36693.0
rococoC12-010001.mps, 300, FJ, N/A
rococoC12-010001.mps, 300, highs, 37839.0
rococoC12-010001.mps, 300, cplex, 38150.0
rococoC12-010001.mps, 300, Local-ILP, 41964.0
rococoC12-111000.mps, 300, SCIP, 39589.0
rococoC12-111000.mps, 300, gurobi(exact), 36344.0
rococoC12-111000.mps, 300, gurobi(heur), 36288.0
rococoC12-111000.mps, 300, FJ, N/A
rococoC12-111000.mps, 300, highs, 38419.0
rococoC12-111000.mps, 300, cplex, 38206.0
rococoC12-111000.mps, 300, Local-ILP, 40734.0
s100.mps, 300, SCIP, 0.0
s100.mps, 300, gurobi(exact), -0.159961
s100.mps, 300, gurobi(heur), -0.159961
s100.mps, 300, FJ, -0.103817
s100.mps, 300, highs, N/A
s100.mps, 300, cplex, N/A
s100.mps, 300, Local-ILP, -0.14215652812708
s1234.mps, 300, SCIP, 236.0
s1234.mps, 300, gurobi(exact), 283.0
s1234.mps, 300, gurobi(heur), 283.0
s1234.mps, 300, FJ, 328.0
s1234.mps, 300, highs, N/A
s1234.mps, 300, cplex, 323.0
s1234.mps, 300, Local-ILP, 286.0
scpj4scip.mps, 300, SCIP, 143.0
scpj4scip.mps, 300, gurobi(exact), 138.0
scpj4scip.mps, 300, gurobi(heur), 135.0
scpj4scip.mps, 300, FJ, 6568.0
scpj4scip.mps, 300, highs, 250.0
scpj4scip.mps, 300, cplex, 140.0
scpj4scip.mps, 300, Local-ILP, 3845.0
scpk4.mps, 300, SCIP, 346.0
